type,entry_price,stop_loss,take_profit,position_size,initial_tp,entry_time,status,breakeven_applied,tp_extended,trailing_steps,exit_price,exit_time,pnl_points,pnl_currency,exit_reason
BUY,2421.7,2422.2,2431.7,15.99,2431.7,2024-05-20 03:15:00,closed,True,False,0,2431.7,2024-05-20 04:00:00,10.0,159.9,SL/TP
BUY,2434.6,2429.6,2444.6,16.63,2444.6,2024-05-20 04:45:00,closed,False,False,0,2429.6,2024-05-20 05:45:00,-5.0,-83.14999999999999,SL/TP
BUY,2434.19,2434.69,2444.19,16.47,2444.19,2024-05-20 05:45:00,closed,True,False,0,2444.19,2024-05-20 08:30:00,10.0,164.7,SL/TP
BUY,2437.38,2437.88,2447.38,16.47,2447.38,2024-05-20 07:45:00,closed,True,False,0,2447.38,2024-05-20 08:30:00,10.0,164.7,SL/TP
BUY,2426.53,2427.03,2436.53,17.13,2436.53,2024-05-20 19:45:00,closed,True,False,0,2436.53,2024-05-20 20:45:00,10.0,171.29999999999998,SL/TP
SELL,2386.1,2385.6,2376.1,17.47,2376.1,2024-05-22 21:00:00,closed,True,False,0,2376.1,2024-05-22 21:45:00,10.0,174.7,SL/TP
SELL,2371.9,2371.4,2361.9,17.82,2361.9,2024-05-23 07:15:00,closed,True,False,0,2361.9,2024-05-23 08:45:00,10.0,178.2,SL/TP
SELL,2362.4,2367.4,2352.4,18.18,2352.4,2024-05-23 10:00:00,closed,False,False,0,2367.4,2024-05-23 13:00:00,-5.0,-90.9,SL/TP
SELL,2340.67,2345.67,2330.67,17.99,2330.67,2024-05-29 16:30:00,closed,False,False,0,2345.67,2024-05-29 16:45:00,-5.0,-89.94999999999999,SL/TP
SELL,2343.19,2342.69,2333.19,17.81,2333.19,2024-05-29 17:30:00,closed,True,False,0,2333.19,2024-05-30 04:45:00,10.0,178.1,SL/TP
SELL,2335.28,2334.78,2325.28,17.81,2325.28,2024-05-30 03:30:00,closed,True,False,0,2325.28,2024-05-30 08:45:00,10.0,178.1,SL/TP
